,WELL,SAMPLE,CONCENTRATION,TARGET,POSITIVES,NEGATIVES,CH1+CH2+,CH1+CH2-,CH1-CH2+,CH1-CH2-,ACCEPTEDDROPLETS,ESTIMATED_PERCENTAGE,SAME_EST_WITHIN_SAMPLE
89,D09,S4_09,62,1,963,17786,441,522,519,17267,18749,27.83,TRUE
90,D09,S4_09,61.8,2,960,17789,441,522,519,17267,18749,27.83,TRUE
91,D10,S4_10,22,1,151,8150,63,88,79,8071,8301,26.67,TRUE
92,D10,S4_10,20,2,142,8159,63,88,79,8071,8301,26.67,TRUE
93,D11,S4_11,15.4,1,248,18831,113,135,132,18699,19079,29.13,TRUE
94,D11,S4_11,15.2,2,245,18834,113,135,132,18699,19079,29.13,TRUE
95,D12,S4_12,6.9,1,118,19923,50,68,75,19848,20041,25.33,TRUE
96,D12,S4_12,7.4,2,125,19916,50,68,75,19848,20041,25.33,TRUE
97,E01,S5_01,5154,1,19175,243,19006,169,207,36,19418,41.99,TRUE
98,E01,S5_01,5354,2,19213,205,19006,169,207,36,19418,41.99,TRUE
99,E02,S5_02,4200,1,19151,554,18760,391,442,112,19705,40.02,TRUE
100,E02,S5_02,4320,2,19202,503,18760,391,442,112,19705,40.02,TRUE
101,E03,S5_03,3180,1,17791,1272,16959,832,843,429,19063,42.93,TRUE
102,E03,S5_03,3200,2,17802,1261,16959,832,843,429,19063,42.93,TRUE
103,E04,S5_04,2082,1,16006,3288,14388,1618,1733,1555,19294,41.95,TRUE
104,E04,S5_04,2124,2,16121,3173,14388,1618,1733,1555,19294,41.95,TRUE
105,E05,S5_05,1011,1,9874,7253,7722,2152,2161,5092,17127,41.78,TRUE
106,E05,S5_05,1012,2,9883,7244,7722,2152,2161,5092,17127,41.78,TRUE
107,E06,S5_06,513,1,7008,12835,4892,2116,2176,10659,19843,40.97,TRUE
108,E06,S5_06,518,2,7068,12775,4892,2116,2176,10659,19843,40.97,TRUE
109,E07,S5_07,259,1,3922,15911,2540,1382,1436,14475,19833,41.01,TRUE
110,E07,S5_07,263,2,3976,15857,2540,1382,1436,14475,19833,41.01,TRUE
111,E08,S5_08,124,1,1928,17280,1209,719,816,16464,19208,40.88,TRUE
112,E08,S5_08,131,2,2025,17183,1209,719,816,16464,19208,40.88,TRUE
113,E09,S5_09,62.5,1,1041,19073,606,435,419,18654,20114,39.91,TRUE
114,E09,S5_09,61.5,2,1025,19089,606,435,419,18654,20114,39.91,TRUE
115,E10,S5_10,30.9,1,499,18738,317,182,205,18533,19237,44.27,TRUE
116,E10,S5_10,32.4,2,522,18715,317,182,205,18533,19237,44.27,TRUE
117,E11,S5_11,14.6,1,238,18994,147,91,143,18851,19232,38.04,TRUE
118,E11,S5_11,17.9,2,290,18942,147,91,143,18851,19232,38.04,TRUE
119,E12,S5_12,7.9,1,127,18857,76,51,55,18802,18984,41.28,TRUE
120,E12,S5_12,8.1,2,131,18853,76,51,55,18802,18984,41.28,TRUE
121,F01,S6_01,5210,1,17545,211,17408,137,164,47,17756,51.7,TRUE
122,F01,S6_01,5380,2,17572,184,17408,137,164,47,17756,51.7,TRUE
123,F02,S6_02,4090,1,18790,601,18474,316,383,218,19391,57.44,TRUE
124,F02,S6_02,4230,2,18857,534,18474,316,383,218,19391,57.44,TRUE
125,F03,S6_03,3190,1,19208,1365,18572,636,674,691,20573,60.71,TRUE
126,F03,S6_03,3220,2,19246,1327,18572,636,674,691,20573,60.71,TRUE
127,F04,S6_04,2073,1,15906,3296,14747,1159,1233,2063,19202,59.01,TRUE
128,F04,S6_04,2100,2,15980,3222,14747,1159,1233,2063,19202,59.01,TRUE
129,F05,S6_05,1032,1,11548,8224,9873,1675,1695,6529,19772,58.56,TRUE
130,F05,S6_05,1035,2,11568,8204,9873,1675,1695,6529,19772,58.56,TRUE
131,F06,S6_06,512,1,6591,12084,5230,1361,1313,10771,18675,57.48,TRUE
132,F06,S6_06,507,2,6543,12132,5230,1361,1313,10771,18675,57.48,TRUE
133,F07,S6_07,256,1,4009,16512,3084,925,897,15615,20521,58.49,TRUE
134,F07,S6_07,254,2,3981,16540,3084,925,897,15615,20521,58.49,TRUE
135,F08,S6_08,126,1,2066,18278,1567,499,498,17780,20344,58.94,TRUE
136,F08,S6_08,126,2,2065,18279,1567,499,498,17780,20344,58.94,TRUE
137,F09,S6_09,60.9,1,976,18375,729,247,253,18122,19351,58.22,TRUE
138,F09,S6_09,61.3,2,982,18369,729,247,253,18122,19351,58.22,TRUE
139,F10,S6_10,31.8,1,542,19767,413,129,140,19627,20309,59.97,TRUE
140,F10,S6_10,32.5,2,553,19756,413,129,140,19627,20309,59.97,TRUE
141,F11,S6_11,17.5,1,302,20106,215,87,118,19988,20408,50.77,TRUE
142,F11,S6_11,19.4,2,333,20075,215,87,118,19988,20408,50.77,TRUE
143,F12,S6_12,8.5,1,129,17864,93,36,25,17839,17993,60.09,TRUE
144,F12,S6_12,7.7,2,118,17875,93,36,25,17839,17993,60.09,TRUE
145,G01,S7_01,5260,1,18191,210,18104,87,95,115,18401,77.03,TRUE
146,G01,S7_01,5310,2,18199,202,18104,87,95,115,18401,77.03,TRUE
147,G02,S7_02,4050,1,19199,634,18983,216,227,407,19833,77.64,TRUE
148,G02,S7_02,4070,2,19210,623,18983,216,227,407,19833,77.64,TRUE
149,G03,S7_03,3110,1,18039,1387,17706,333,363,1024,19426,80.12,TRUE
150,G03,S7_03,3130,2,18069,1357,17706,333,363,1024,19426,80.12,TRUE
151,G04,S7_04,2051,1,15382,3260,14838,544,576,2684,18642,80.45,TRUE
152,G04,S7_04,2063,2,15414,3228,14838,544,576,2684,18642,80.45,TRUE
153,G05,S7_05,1013,1,11321,8295,10589,732,796,7499,19616,79.82,TRUE
154,G05,S7_05,1022,2,11385,8231,10589,732,796,7499,19616,79.82,TRUE
155,G06,S7_06,503,1,6595,12353,6008,587,615,11738,18948,79.15,TRUE
156,G06,S7_06,506,2,6623,12325,6008,587,615,11738,18948,79.15,TRUE
157,G07,S7_07,257,1,3834,15701,3481,353,401,15300,19535,80.08,TRUE
158,G07,S7_07,261,2,3882,15653,3481,353,401,15300,19535,80.08,TRUE
159,G08,S7_08,130,1,1999,17149,1787,212,222,16927,19148,79.33,TRUE
160,G08,S7_08,130,2,2009,17139,1787,212,222,16927,19148,79.33,TRUE
161,G09,S7_09,66.1,1,1036,17915,923,113,129,17786,18951,78.62,TRUE
162,G09,S7_09,67.2,2,1052,17899,923,113,129,17786,18951,78.62,TRUE
163,G10,S7_10,30.7,1,503,19003,448,55,75,18928,19506,77.18,TRUE
164,G10,S7_10,32,2,523,18983,448,55,75,18928,19506,77.18,TRUE
165,G11,S7_11,18.3,1,291,18586,254,37,34,18552,18877,77.93,TRUE
166,G11,S7_11,18.1,2,288,18589,254,37,34,18552,18877,77.93,TRUE
167,G12,S7_12,6.8,1,113,19411,95,18,9,19402,19524,77.74,TRUE
168,G12,S7_12,6.3,2,104,19420,95,18,9,19402,19524,77.74,TRUE
169,H01,S8_01,4960,1,17817,266,17802,15,34,232,18083,95.42,TRUE
170,H01,S8_01,5050,2,17836,247,17802,15,34,232,18083,95.42,TRUE
171,H02,S8_02,3940,1,17669,643,17649,20,50,593,18312,96.67,TRUE
172,H02,S8_02,4000,2,17699,613,17649,20,50,593,18312,96.67,TRUE
173,H03,S8_03,3040,1,17469,1431,17432,37,86,1345,18900,96.63,TRUE
174,H03,S8_03,3080,2,17518,1382,17432,37,86,1345,18900,96.63,TRUE
175,H04,S8_04,1944,1,16033,3799,15984,49,121,3678,19832,97.29,TRUE
176,H04,S8_04,1967,2,16105,3727,15984,49,121,3678,19832,97.29,TRUE
177,H05,S8_05,985,1,9653,7366,9596,57,116,7250,17019,97.22,TRUE
178,H05,S8_05,995,2,9712,7307,9596,57,116,7250,17019,97.22,TRUE
179,H06,S8_06,509,1,6557,12112,6519,38,116,11996,18669,97.11,TRUE
180,H06,S8_06,517,2,6635,12034,6519,38,116,11996,18669,97.11,TRUE
181,H07,S8_07,260,1,3900,15788,3888,12,75,15713,19688,97.55,TRUE
182,H07,S8_07,264,2,3963,15725,3888,12,75,15713,19688,97.55,TRUE
183,H08,S8_08,122,1,1817,16629,1802,15,42,16587,18446,96.77,TRUE
184,H08,S8_08,124,2,1844,16602,1802,15,42,16587,18446,96.77,TRUE
185,H09,S8_09,63.1,1,999,18125,986,13,15,18110,19124,97.16,TRUE
186,H09,S8_09,63.2,2,1001,18123,986,13,15,18110,19124,97.16,TRUE
187,H10,S8_10,29.2,1,456,18122,455,1,9,18113,18578,97.82,TRUE
188,H10,S8_10,29.8,2,464,18114,455,1,9,18113,18578,97.82,TRUE
189,H11,S8_11,16.3,1,240,17209,238,2,4,17205,17449,97.52,TRUE
190,H11,S8_11,16.4,2,242,17207,238,2,4,17205,17449,97.52,TRUE
191,H12,S8_12,5.9,1,94,18607,92,2,4,18603,18701,93.85,TRUE
192,H12,S8_12,6.1,2,96,18605,92,2,4,18603,18701,93.85,TRUE
